"hhsize","nInfContacts","nContacts","sim"
6,36,100,1506
7,16,54,1506
8,23,63,1506
12,1,11,1506
2,12,32,1507
3,29,82,1507
4,30,144,1507
5,55,180,1507
6,32,100,1507
7,18,54,1507
8,30,63,1507
12,1,11,1507
2,11,32,1508
3,27,82,1508
4,41,144,1508
5,61,180,1508
6,34,100,1508
7,21,54,1508
8,30,63,1508
12,0,11,1508
2,10,32,1509
3,25,82,1509
4,41,144,1509
5,67,180,1509
6,36,100,1509
7,21,54,1509
8,26,63,1509
12,7,11,1509
2,13,32,1510
3,27,82,1510
4,44,144,1510
5,62,180,1510
6,37,100,1510
7,17,54,1510
8,25,63,1510
12,3,11,1510
2,13,32,1511
3,30,82,1511
4,44,144,1511
5,75,180,1511
6,33,100,1511
7,22,54,1511
8,31,63,1511
12,2,11,1511
2,14,32,1512
3,31,82,1512
4,40,144,1512
5,56,180,1512
6,39,100,1512
7,22,54,1512
8,25,63,1512
12,1,11,1512
2,9,32,1513
3,23,82,1513
4,40,144,1513
5,71,180,1513
6,33,100,1513
7,24,54,1513
8,29,63,1513
12,0,11,1513
2,15,32,1514
3,24,82,1514
4,45,144,1514
5,70,180,1514
6,41,100,1514
7,29,54,1514
8,29,63,1514
12,1,11,1514
2,20,32,1515
3,24,82,1515
4,39,144,1515
5,53,180,1515
6,41,100,1515
7,20,54,1515
8,27,63,1515
12,4,11,1515
2,12,32,1516
3,17,82,1516
4,34,144,1516
5,58,180,1516
6,40,100,1516
7,25,54,1516
8,28,63,1516
12,2,11,1516
2,13,32,1517
3,37,82,1517
4,32,144,1517
5,61,180,1517
6,33,100,1517
7,20,54,1517
8,25,63,1517
12,5,11,1517
2,9,32,1518
3,29,82,1518
4,40,144,1518
5,50,180,1518
6,44,100,1518
7,16,54,1518
8,22,63,1518
12,5,11,1518
2,11,32,1519
3,27,82,1519
4,49,144,1519
5,68,180,1519
6,32,100,1519
7,25,54,1519
8,28,63,1519
12,1,11,1519
2,10,32,1520
3,24,82,1520
4,35,144,1520
5,56,180,1520
6,24,100,1520
7,26,54,1520
8,26,63,1520
12,3,11,1520
2,14,32,1521
3,22,82,1521
4,35,144,1521
5,56,180,1521
6,32,100,1521
7,25,54,1521
8,27,63,1521
12,3,11,1521
2,11,32,1522
3,21,82,1522
4,36,144,1522
5,58,180,1522
6,44,100,1522
7,24,54,1522
8,29,63,1522
12,5,11,1522
2,13,32,1523
3,29,82,1523
4,41,144,1523
5,68,180,1523
6,48,100,1523
7,24,54,1523
8,29,63,1523
12,4,11,1523
2,8,32,1524
3,24,82,1524
4,28,144,1524
5,67,180,1524
6,37,100,1524
7,21,54,1524
8,24,63,1524
12,0,11,1524
2,13,32,1525
3,38,82,1525
4,48,144,1525
5,67,180,1525
6,44,100,1525
7,26,54,1525
8,20,63,1525
12,2,11,1525
2,11,32,1526
3,25,82,1526
4,41,144,1526
5,67,180,1526
6,32,100,1526
7,19,54,1526
8,29,63,1526
12,1,11,1526
2,10,32,1527
3,23,82,1527
4,36,144,1527
5,55,180,1527
6,38,100,1527
7,26,54,1527
8,35,63,1527
12,1,11,1527
2,11,32,1528
3,26,82,1528
4,37,144,1528
5,60,180,1528
6,32,100,1528
7,23,54,1528
8,22,63,1528
12,3,11,1528
2,13,32,1529
3,33,82,1529
4,41,144,1529
5,65,180,1529
6,37,100,1529
7,24,54,1529
8,25,63,1529
12,5,11,1529
2,12,32,1530
3,26,82,1530
4,36,144,1530
5,53,180,1530
6,32,100,1530
7,23,54,1530
8,21,63,1530
12,0,11,1530
2,14,32,1531
3,37,82,1531
4,34,144,1531
5,66,180,1531
6,39,100,1531
7,26,54,1531
8,25,63,1531
12,3,11,1531
2,14,32,1532
3,33,82,1532
4,36,144,1532
5,60,180,1532
6,33,100,1532
7,22,54,1532
8,29,63,1532
12,3,11,1532
2,11,32,1533
3,26,82,1533
4,51,144,1533
5,58,180,1533
6,38,100,1533
7,18,54,1533
8,32,63,1533
12,2,11,1533
2,10,32,1534
3,28,82,1534
4,49,144,1534
5,72,180,1534
6,38,100,1534
7,22,54,1534
8,30,63,1534
12,3,11,1534
2,10,32,1535
3,19,82,1535
4,32,144,1535
5,57,180,1535
6,35,100,1535
7,24,54,1535
8,28,63,1535
12,0,11,1535
2,9,32,1536
3,24,82,1536
4,37,144,1536
5,64,180,1536
6,29,100,1536
7,24,54,1536
8,26,63,1536
12,5,11,1536
2,15,32,1537
3,29,82,1537
4,45,144,1537
5,63,180,1537
6,37,100,1537
7,26,54,1537
8,32,63,1537
12,3,11,1537
2,9,32,1538
3,33,82,1538
4,46,144,1538
5,64,180,1538
6,36,100,1538
7,25,54,1538
8,23,63,1538
12,0,11,1538
2,12,32,1539
3,28,82,1539
4,53,144,1539
5,71,180,1539
6,36,100,1539
7,25,54,1539
8,27,63,1539
12,2,11,1539
2,14,32,1540
3,32,82,1540
4,45,144,1540
5,57,180,1540
6,41,100,1540
7,28,54,1540
8,23,63,1540
12,2,11,1540
2,7,32,1541
3,28,82,1541
4,43,144,1541
5,62,180,1541
6,39,100,1541
7,23,54,1541
8,26,63,1541
12,5,11,1541
2,9,32,1542
3,38,82,1542
4,41,144,1542
5,67,180,1542
6,35,100,1542
7,23,54,1542
8,34,63,1542
12,6,11,1542
2,12,32,1543
3,27,82,1543
4,42,144,1543
5,66,180,1543
6,31,100,1543
7,23,54,1543
8,21,63,1543
12,3,11,1543
2,10,32,1544
3,28,82,1544
4,40,144,1544
5,64,180,1544
6,45,100,1544
7,28,54,1544
8,33,63,1544
12,0,11,1544
2,17,32,1545
3,41,82,1545
4,39,144,1545
5,57,180,1545
6,50,100,1545
7,27,54,1545
8,26,63,1545
12,1,11,1545
2,12,32,1546
3,28,82,1546
4,40,144,1546
5,70,180,1546
6,33,100,1546
7,24,54,1546
8,28,63,1546
12,2,11,1546
2,13,32,1547
3,27,82,1547
4,40,144,1547
5,52,180,1547
6,35,100,1547
7,19,54,1547
8,28,63,1547
12,1,11,1547
2,12,32,1548
3,25,82,1548
4,29,144,1548
5,54,180,1548
6,43,100,1548
7,24,54,1548
8,34,63,1548
12,2,11,1548
2,9,32,1549
3,24,82,1549
4,37,144,1549
5,65,180,1549
6,41,100,1549
7,22,54,1549
8,27,63,1549
12,4,11,1549
2,12,32,1550
3,23,82,1550
4,32,144,1550
5,60,180,1550
6,38,100,1550
7,24,54,1550
8,26,63,1550
12,1,11,1550
2,5,32,1551
3,28,82,1551
4,43,144,1551
5,63,180,1551
6,45,100,1551
7,20,54,1551
8,26,63,1551
12,4,11,1551
2,14,32,1552
3,32,82,1552
4,37,144,1552
5,61,180,1552
6,39,100,1552
7,26,54,1552
8,26,63,1552
12,1,11,1552
2,12,32,1553
3,32,82,1553
4,40,144,1553
5,64,180,1553
6,45,100,1553
7,22,54,1553
8,31,63,1553
12,4,11,1553
2,12,32,1554
3,28,82,1554
4,34,144,1554
5,52,180,1554
6,28,100,1554
7,26,54,1554
8,23,63,1554
12,2,11,1554
2,10,32,1555
3,31,82,1555
4,34,144,1555
5,63,180,1555
6,49,100,1555
7,28,54,1555
8,30,63,1555
12,4,11,1555
2,6,32,1556
3,23,82,1556
4,37,144,1556
5,59,180,1556
6,31,100,1556
7,21,54,1556
8,26,63,1556
12,6,11,1556
2,12,32,1557
3,28,82,1557
4,37,144,1557
5,63,180,1557
6,42,100,1557
7,18,54,1557
8,20,63,1557
12,2,11,1557
2,9,32,1558
3,24,82,1558
4,38,144,1558
5,60,180,1558
6,38,100,1558
7,22,54,1558
8,24,63,1558
12,2,11,1558
2,17,32,1559
3,24,82,1559
4,42,144,1559
5,61,180,1559
6,32,100,1559
7,26,54,1559
8,18,63,1559
12,0,11,1559
2,6,32,1560
3,21,82,1560
4,34,144,1560
5,67,180,1560
6,41,100,1560
7,24,54,1560
8,29,63,1560
12,4,11,1560
2,13,32,1561
3,26,82,1561
4,33,144,1561
5,55,180,1561
6,35,100,1561
7,18,54,1561
8,25,63,1561
12,0,11,1561
2,7,32,1562
3,30,82,1562
4,41,144,1562
5,59,180,1562
6,42,100,1562
7,19,54,1562
8,25,63,1562
12,2,11,1562
2,11,32,1563
3,27,82,1563
4,37,144,1563
5,68,180,1563
6,28,100,1563
7,28,54,1563
8,19,63,1563
12,0,11,1563
2,11,32,1564
3,29,82,1564
4,51,144,1564
5,70,180,1564
6,31,100,1564
7,23,54,1564
8,33,63,1564
12,0,11,1564
2,12,32,1565
3,29,82,1565
4,46,144,1565
5,65,180,1565
6,46,100,1565
7,25,54,1565
8,31,63,1565
12,0,11,1565
2,15,32,1566
3,29,82,1566
4,39,144,1566
5,54,180,1566
6,36,100,1566
7,30,54,1566
8,23,63,1566
12,1,11,1566
2,11,32,1567
3,20,82,1567
4,33,144,1567
5,72,180,1567
6,40,100,1567
7,25,54,1567
8,22,63,1567
12,1,11,1567
2,8,32,1568
3,22,82,1568
4,37,144,1568
5,47,180,1568
6,35,100,1568
7,17,54,1568
8,27,63,1568
12,3,11,1568
2,12,32,1569
3,23,82,1569
4,32,144,1569
5,53,180,1569
6,40,100,1569
7,20,54,1569
8,28,63,1569
12,3,11,1569
2,4,32,1570
3,29,82,1570
4,37,144,1570
5,55,180,1570
6,26,100,1570
7,20,54,1570
8,27,63,1570
12,0,11,1570
2,15,32,1571
3,26,82,1571
4,38,144,1571
5,61,180,1571
6,42,100,1571
7,26,54,1571
8,32,63,1571
12,0,11,1571
2,11,32,1572
3,24,82,1572
4,40,144,1572
5,72,180,1572
6,39,100,1572
7,24,54,1572
8,31,63,1572
12,4,11,1572
2,10,32,1573
3,29,82,1573
4,42,144,1573
5,58,180,1573
6,46,100,1573
7,16,54,1573
8,33,63,1573
12,1,11,1573
2,10,32,1574
3,36,82,1574
4,48,144,1574
5,66,180,1574
6,40,100,1574
7,28,54,1574
8,28,63,1574
12,4,11,1574
2,9,32,1575
3,21,82,1575
4,33,144,1575
5,56,180,1575
6,33,100,1575
7,23,54,1575
8,34,63,1575
12,3,11,1575
2,13,32,1576
3,29,82,1576
4,35,144,1576
5,63,180,1576
6,34,100,1576
7,26,54,1576
8,36,63,1576
12,1,11,1576
2,12,32,1577
3,29,82,1577
4,30,144,1577
5,67,180,1577
6,32,100,1577
7,21,54,1577
8,25,63,1577
12,1,11,1577
2,9,32,1578
3,27,82,1578
4,31,144,1578
5,60,180,1578
6,38,100,1578
7,21,54,1578
8,30,63,1578
12,6,11,1578
2,12,32,1579
3,18,82,1579
4,38,144,1579
5,65,180,1579
6,32,100,1579
7,23,54,1579
8,33,63,1579
12,3,11,1579
2,10,32,1580
3,35,82,1580
4,37,144,1580
5,51,180,1580
6,38,100,1580
7,21,54,1580
8,25,63,1580
12,2,11,1580
2,10,32,1581
3,30,82,1581
4,25,144,1581
5,59,180,1581
6,33,100,1581
7,20,54,1581
8,25,63,1581
12,1,11,1581
2,9,32,1582
3,22,82,1582
4,44,144,1582
5,50,180,1582
6,36,100,1582
7,25,54,1582
8,29,63,1582
12,3,11,1582
2,10,32,1583
3,19,82,1583
4,30,144,1583
5,53,180,1583
6,33,100,1583
7,19,54,1583
8,22,63,1583
12,0,11,1583
2,5,32,1584
3,29,82,1584
4,45,144,1584
5,67,180,1584
6,38,100,1584
7,22,54,1584
8,40,63,1584
12,1,11,1584
2,10,32,1585
3,32,82,1585
4,41,144,1585
5,52,180,1585
6,43,100,1585
7,27,54,1585
8,23,63,1585
12,0,11,1585
2,11,32,1586
3,29,82,1586
4,34,144,1586
5,80,180,1586
6,33,100,1586
7,27,54,1586
8,37,63,1586
12,2,11,1586
2,8,32,1587
3,25,82,1587
4,43,144,1587
5,57,180,1587
6,38,100,1587
7,27,54,1587
8,19,63,1587
12,2,11,1587
2,9,32,1588
3,24,82,1588
4,34,144,1588
5,53,180,1588
6,33,100,1588
7,26,54,1588
8,22,63,1588
12,0,11,1588
2,9,32,1589
3,33,82,1589
4,47,144,1589
5,56,180,1589
6,42,100,1589
7,28,54,1589
8,28,63,1589
12,3,11,1589
2,12,32,1590
3,34,82,1590
4,38,144,1590
5,60,180,1590
6,47,100,1590
7,30,54,1590
8,26,63,1590
12,3,11,1590
2,10,32,1591
3,31,82,1591
4,37,144,1591
5,60,180,1591
6,37,100,1591
7,15,54,1591
8,26,63,1591
12,5,11,1591
2,9,32,1592
3,24,82,1592
4,37,144,1592
5,56,180,1592
6,39,100,1592
7,21,54,1592
8,29,63,1592
12,2,11,1592
2,8,32,1593
3,23,82,1593
4,41,144,1593
5,67,180,1593
6,33,100,1593
7,21,54,1593
8,35,63,1593
12,2,11,1593
2,9,32,1594
3,28,82,1594
4,35,144,1594
5,65,180,1594
6,33,100,1594
7,23,54,1594
8,27,63,1594
12,0,11,1594
2,13,32,1595
3,26,82,1595
4,40,144,1595
5,62,180,1595
6,36,100,1595
7,18,54,1595
8,24,63,1595
12,1,11,1595
2,12,32,1596
3,25,82,1596
4,51,144,1596
5,50,180,1596
6,37,100,1596
7,18,54,1596
8,20,63,1596
12,1,11,1596
2,13,32,1597
3,36,82,1597
4,29,144,1597
5,63,180,1597
6,46,100,1597
7,22,54,1597
8,29,63,1597
12,5,11,1597
2,13,32,1598
3,19,82,1598
4,44,144,1598
5,66,180,1598
6,31,100,1598
7,18,54,1598
8,32,63,1598
12,1,11,1598
2,10,32,1599
3,35,82,1599
4,41,144,1599
5,69,180,1599
6,23,100,1599
7,15,54,1599
8,28,63,1599
12,2,11,1599
2,11,32,1600
3,27,82,1600
4,48,144,1600
5,52,180,1600
6,35,100,1600
7,20,54,1600
8,22,63,1600
12,3,11,1600
2,14,32,1601
3,36,82,1601
4,36,144,1601
5,66,180,1601
6,41,100,1601
7,30,54,1601
8,31,63,1601
12,4,11,1601
2,13,32,1602
3,25,82,1602
4,25,144,1602
5,59,180,1602
6,37,100,1602
7,21,54,1602
8,29,63,1602
12,3,11,1602
2,16,32,1603
3,27,82,1603
4,37,144,1603
5,61,180,1603
6,51,100,1603
7,28,54,1603
8,25,63,1603
12,4,11,1603
2,10,32,1604
3,28,82,1604
4,42,144,1604
5,60,180,1604
6,28,100,1604
7,19,54,1604
8,28,63,1604
12,2,11,1604
2,11,32,1605
3,22,82,1605
4,34,144,1605
5,56,180,1605
6,34,100,1605
7,24,54,1605
8,22,63,1605
12,1,11,1605
2,17,32,1606
3,26,82,1606
4,43,144,1606
5,59,180,1606
6,37,100,1606
7,23,54,1606
8,19,63,1606
12,2,11,1606
2,12,32,1607
3,30,82,1607
4,43,144,1607
5,69,180,1607
6,30,100,1607
7,27,54,1607
8,34,63,1607
12,2,11,1607
2,13,32,1608
3,25,82,1608
4,43,144,1608
5,60,180,1608
6,37,100,1608
7,26,54,1608
8,30,63,1608
12,0,11,1608
2,11,32,1609
3,25,82,1609
4,39,144,1609
5,49,180,1609
6,35,100,1609
7,23,54,1609
8,17,63,1609
12,1,11,1609
2,11,32,1610
3,31,82,1610
4,41,144,1610
5,66,180,1610
6,25,100,1610
7,27,54,1610
8,30,63,1610
12,0,11,1610
2,11,32,1611
3,32,82,1611
4,46,144,1611
5,54,180,1611
6,30,100,1611
7,23,54,1611
8,25,63,1611
12,1,11,1611
2,12,32,1612
3,27,82,1612
4,38,144,1612
5,53,180,1612
6,34,100,1612
7,17,54,1612
8,25,63,1612
12,3,11,1612
2,14,32,1613
3,24,82,1613
4,36,144,1613
5,61,180,1613
6,31,100,1613
7,24,54,1613
8,24,63,1613
12,0,11,1613
2,11,32,1614
3,21,82,1614
4,37,144,1614
5,73,180,1614
6,34,100,1614
7,23,54,1614
8,28,63,1614
12,1,11,1614
2,11,32,1615
3,29,82,1615
4,42,144,1615
5,56,180,1615
6,25,100,1615
7,22,54,1615
8,27,63,1615
12,1,11,1615
2,10,32,1616
3,27,82,1616
4,47,144,1616
5,64,180,1616
6,41,100,1616
7,25,54,1616
8,22,63,1616
12,2,11,1616
2,11,32,1617
3,32,82,1617
4,48,144,1617
5,74,180,1617
6,33,100,1617
7,22,54,1617
8,36,63,1617
12,6,11,1617
2,13,32,1618
3,30,82,1618
4,38,144,1618
5,60,180,1618
6,26,100,1618
7,29,54,1618
8,30,63,1618
12,1,11,1618
2,12,32,1619
3,27,82,1619
4,42,144,1619
5,60,180,1619
6,27,100,1619
7,18,54,1619
8,26,63,1619
12,1,11,1619
2,10,32,1620
3,29,82,1620
4,39,144,1620
5,69,180,1620
6,40,100,1620
7,23,54,1620
8,30,63,1620
12,1,11,1620
2,8,32,1621
3,30,82,1621
4,31,144,1621
5,59,180,1621
6,30,100,1621
7,23,54,1621
8,30,63,1621
12,4,11,1621
2,13,32,1622
3,35,82,1622
4,37,144,1622
5,61,180,1622
6,38,100,1622
7,29,54,1622
8,32,63,1622
12,0,11,1622
2,15,32,1623
3,36,82,1623
4,35,144,1623
5,64,180,1623
6,37,100,1623
7,28,54,1623
8,36,63,1623
12,4,11,1623
2,9,32,1624
3,25,82,1624
4,35,144,1624
5,61,180,1624
6,37,100,1624
7,21,54,1624
8,24,63,1624
12,1,11,1624
2,11,32,1625
3,29,82,1625
4,39,144,1625
5,57,180,1625
6,32,100,1625
7,21,54,1625
8,22,63,1625
12,2,11,1625
2,14,32,1626
3,29,82,1626
4,33,144,1626
5,57,180,1626
6,31,100,1626
7,26,54,1626
8,17,63,1626
12,7,11,1626
2,12,32,1627
3,20,82,1627
4,41,144,1627
5,40,180,1627
6,33,100,1627
7,17,54,1627
8,29,63,1627
12,3,11,1627
2,11,32,1628
3,30,82,1628
4,42,144,1628
5,62,180,1628
6,49,100,1628
7,21,54,1628
8,32,63,1628
12,3,11,1628
2,9,32,1629
3,26,82,1629
4,38,144,1629
5,66,180,1629
6,45,100,1629
7,26,54,1629
8,24,63,1629
12,2,11,1629
2,9,32,1630
3,25,82,1630
4,30,144,1630
5,60,180,1630
6,29,100,1630
7,23,54,1630
8,22,63,1630
12,0,11,1630
2,10,32,1631
3,26,82,1631
4,48,144,1631
5,71,180,1631
6,30,100,1631
7,25,54,1631
8,32,63,1631
12,3,11,1631
2,7,32,1632
3,24,82,1632
4,37,144,1632
5,51,180,1632
6,36,100,1632
7,19,54,1632
8,22,63,1632
12,2,11,1632
2,8,32,1633
3,25,82,1633
4,38,144,1633
5,65,180,1633
6,37,100,1633
7,26,54,1633
8,18,63,1633
12,5,11,1633
2,16,32,1634
3,34,82,1634
4,35,144,1634
5,55,180,1634
6,29,100,1634
7,26,54,1634
8,30,63,1634
12,0,11,1634
2,11,32,1635
3,25,82,1635
4,41,144,1635
5,56,180,1635
6,31,100,1635
7,16,54,1635
8,24,63,1635
12,1,11,1635
2,7,32,1636
3,23,82,1636
4,42,144,1636
5,61,180,1636
6,40,100,1636
7,17,54,1636
8,27,63,1636
12,2,11,1636
2,5,32,1637
3,21,82,1637
4,40,144,1637
5,44,180,1637
6,31,100,1637
7,19,54,1637
8,34,63,1637
12,2,11,1637
2,12,32,1638
3,22,82,1638
4,32,144,1638
5,61,180,1638
6,32,100,1638
7,21,54,1638
8,27,63,1638
12,3,11,1638
2,9,32,1639
3,32,82,1639
4,52,144,1639
5,69,180,1639
6,41,100,1639
7,26,54,1639
8,29,63,1639
12,3,11,1639
2,11,32,1640
3,24,82,1640
4,27,144,1640
5,47,180,1640
6,39,100,1640
7,21,54,1640
8,13,63,1640
12,2,11,1640
2,7,32,1641
3,23,82,1641
4,40,144,1641
5,57,180,1641
6,32,100,1641
7,21,54,1641
8,23,63,1641
12,1,11,1641
2,7,32,1642
3,24,82,1642
4,48,144,1642
5,56,180,1642
6,41,100,1642
7,23,54,1642
8,28,63,1642
12,1,11,1642
2,8,32,1643
3,27,82,1643
4,49,144,1643
5,60,180,1643
6,44,100,1643
7,20,54,1643
8,22,63,1643
12,2,11,1643
2,11,32,1644
3,25,82,1644
4,45,144,1644
5,58,180,1644
6,35,100,1644
7,16,54,1644
8,24,63,1644
12,4,11,1644
2,13,32,1645
3,31,82,1645
4,37,144,1645
5,66,180,1645
6,34,100,1645
7,20,54,1645
8,32,63,1645
12,4,11,1645
2,9,32,1646
3,26,82,1646
4,38,144,1646
5,59,180,1646
6,38,100,1646
7,22,54,1646
8,34,63,1646
12,5,11,1646
2,13,32,1647
3,30,82,1647
4,42,144,1647
5,69,180,1647
6,33,100,1647
7,23,54,1647
8,24,63,1647
12,1,11,1647
2,8,32,1648
3,29,82,1648
4,36,144,1648
5,72,180,1648
6,40,100,1648
7,23,54,1648
8,23,63,1648
12,3,11,1648
2,9,32,1649
3,25,82,1649
4,38,144,1649
5,68,180,1649
6,41,100,1649
7,23,54,1649
8,15,63,1649
12,5,11,1649
2,11,32,1650
3,21,82,1650
4,41,144,1650
5,59,180,1650
6,27,100,1650
7,19,54,1650
8,18,63,1650
12,2,11,1650
2,7,32,1651
3,30,82,1651
4,42,144,1651
5,67,180,1651
6,43,100,1651
7,25,54,1651
8,27,63,1651
12,1,11,1651
2,13,32,1652
3,29,82,1652
4,31,144,1652
5,62,180,1652
6,33,100,1652
7,22,54,1652
8,19,63,1652
12,0,11,1652
2,14,32,1653
3,27,82,1653
4,46,144,1653
5,67,180,1653
6,43,100,1653
7,29,54,1653
8,33,63,1653
12,1,11,1653
2,14,32,1654
3,22,82,1654
4,39,144,1654
5,71,180,1654
6,35,100,1654
7,25,54,1654
8,21,63,1654
12,4,11,1654
2,12,32,1655
3,39,82,1655
4,33,144,1655
5,65,180,1655
6,42,100,1655
7,23,54,1655
8,39,63,1655
12,1,11,1655
2,16,32,1656
3,30,82,1656
4,33,144,1656
5,56,180,1656
6,38,100,1656
7,23,54,1656
8,20,63,1656
12,1,11,1656
2,21,32,1657
3,30,82,1657
4,37,144,1657
5,59,180,1657
6,39,100,1657
7,29,54,1657
8,31,63,1657
12,1,11,1657
2,8,32,1658
3,27,82,1658
4,40,144,1658
5,59,180,1658
6,39,100,1658
7,18,54,1658
8,28,63,1658
12,3,11,1658
2,8,32,1659
3,24,82,1659
4,38,144,1659
5,67,180,1659
6,40,100,1659
7,20,54,1659
8,30,63,1659
12,0,11,1659
2,14,32,1660
3,28,82,1660
4,27,144,1660
5,56,180,1660
6,37,100,1660
7,23,54,1660
8,29,63,1660
12,0,11,1660
2,11,32,1661
3,27,82,1661
4,49,144,1661
5,70,180,1661
6,47,100,1661
7,27,54,1661
8,25,63,1661
12,3,11,1661
2,9,32,1662
3,27,82,1662
4,45,144,1662
5,63,180,1662
6,39,100,1662
7,23,54,1662
8,34,63,1662
12,3,11,1662
2,10,32,1663
3,34,82,1663
4,37,144,1663
5,47,180,1663
6,37,100,1663
7,19,54,1663
8,19,63,1663
12,0,11,1663
2,14,32,1664
3,32,82,1664
4,41,144,1664
5,58,180,1664
6,43,100,1664
7,20,54,1664
8,37,63,1664
12,2,11,1664
2,11,32,1665
3,33,82,1665
4,40,144,1665
5,73,180,1665
6,34,100,1665
7,23,54,1665
8,27,63,1665
12,2,11,1665
2,11,32,1666
3,30,82,1666
4,36,144,1666
5,62,180,1666
6,39,100,1666
7,19,54,1666
8,24,63,1666
12,3,11,1666
2,10,32,1667
3,26,82,1667
4,43,144,1667
5,68,180,1667
6,47,100,1667
7,27,54,1667
8,23,63,1667
12,1,11,1667
2,12,32,1668
3,24,82,1668
4,43,144,1668
5,70,180,1668
6,43,100,1668
7,18,54,1668
8,28,63,1668
12,1,11,1668
2,10,32,1669
3,28,82,1669
4,35,144,1669
5,53,180,1669
6,37,100,1669
7,22,54,1669
8,32,63,1669
12,2,11,1669
2,13,32,1670
3,29,82,1670
4,29,144,1670
5,56,180,1670
6,38,100,1670
7,25,54,1670
8,27,63,1670
12,1,11,1670
2,12,32,1671
3,30,82,1671
4,37,144,1671
5,63,180,1671
6,29,100,1671
7,28,54,1671
8,31,63,1671
12,1,11,1671
2,10,32,1672
3,26,82,1672
4,35,144,1672
5,69,180,1672
6,43,100,1672
7,27,54,1672
8,25,63,1672
12,4,11,1672
2,12,32,1673
3,22,82,1673
4,44,144,1673
5,66,180,1673
6,37,100,1673
7,24,54,1673
8,27,63,1673
12,2,11,1673
2,16,32,1674
3,28,82,1674
4,48,144,1674
5,67,180,1674
6,37,100,1674
7,18,54,1674
8,29,63,1674
12,1,11,1674
2,12,32,1675
3,21,82,1675
4,34,144,1675
5,60,180,1675
6,41,100,1675
7,28,54,1675
8,27,63,1675
12,3,11,1675
2,10,32,1676
3,22,82,1676
4,39,144,1676
5,56,180,1676
6,33,100,1676
7,16,54,1676
8,23,63,1676
12,2,11,1676
2,11,32,1677
3,25,82,1677
4,40,144,1677
5,50,180,1677
6,34,100,1677
7,25,54,1677
8,17,63,1677
12,4,11,1677
2,9,32,1678
3,31,82,1678
4,34,144,1678
5,65,180,1678
6,35,100,1678
7,22,54,1678
8,29,63,1678
12,2,11,1678
2,17,32,1679
3,35,82,1679
4,50,144,1679
5,59,180,1679
6,40,100,1679
7,19,54,1679
8,25,63,1679
12,0,11,1679
2,7,32,1680
3,24,82,1680
4,43,144,1680
5,49,180,1680
6,28,100,1680
7,21,54,1680
8,30,63,1680
12,2,11,1680
2,6,32,1681
3,23,82,1681
4,40,144,1681
5,70,180,1681
6,41,100,1681
7,19,54,1681
8,24,63,1681
12,1,11,1681
2,6,32,1682
3,26,82,1682
4,57,144,1682
5,76,180,1682
6,48,100,1682
7,28,54,1682
8,27,63,1682
12,4,11,1682
2,6,32,1683
3,30,82,1683
4,45,144,1683
5,56,180,1683
6,21,100,1683
7,19,54,1683
8,27,63,1683
12,2,11,1683
2,7,32,1684
3,31,82,1684
4,33,144,1684
5,70,180,1684
6,51,100,1684
7,25,54,1684
8,32,63,1684
12,2,11,1684
2,12,32,1685
3,27,82,1685
4,39,144,1685
5,61,180,1685
6,38,100,1685
7,17,54,1685
8,29,63,1685
12,0,11,1685
2,15,32,1686
3,36,82,1686
4,50,144,1686
5,58,180,1686
6,37,100,1686
7,24,54,1686
8,23,63,1686
12,2,11,1686
2,12,32,1687
3,35,82,1687
4,43,144,1687
5,67,180,1687
6,40,100,1687
7,24,54,1687
8,35,63,1687
12,4,11,1687
2,6,32,1688
3,31,82,1688
4,46,144,1688
5,62,180,1688
6,30,100,1688
7,12,54,1688
8,30,63,1688
12,4,11,1688
2,11,32,1689
3,29,82,1689
4,41,144,1689
5,66,180,1689
6,42,100,1689
7,29,54,1689
8,22,63,1689
12,2,11,1689
2,11,32,1690
3,30,82,1690
4,39,144,1690
5,62,180,1690
6,33,100,1690
7,19,54,1690
8,29,63,1690
12,9,11,1690
2,11,32,1691
3,22,82,1691
4,46,144,1691
5,74,180,1691
6,34,100,1691
7,19,54,1691
8,17,63,1691
12,2,11,1691
2,12,32,1692
3,33,82,1692
4,42,144,1692
5,72,180,1692
6,30,100,1692
7,25,54,1692
8,27,63,1692
12,2,11,1692
2,7,32,1693
3,26,82,1693
4,42,144,1693
5,72,180,1693
6,40,100,1693
7,23,54,1693
8,34,63,1693
12,3,11,1693
2,8,32,1694
3,28,82,1694
4,25,144,1694
5,55,180,1694
6,37,100,1694
7,17,54,1694
8,20,63,1694
12,1,11,1694
2,9,32,1695
3,34,82,1695
4,26,144,1695
5,61,180,1695
6,25,100,1695
7,23,54,1695
8,25,63,1695
12,4,11,1695
2,12,32,1696
3,26,82,1696
4,39,144,1696
5,57,180,1696
6,28,100,1696
7,20,54,1696
8,25,63,1696
12,1,11,1696
2,5,32,1697
3,30,82,1697
4,46,144,1697
5,67,180,1697
6,39,100,1697
7,22,54,1697
8,29,63,1697
12,0,11,1697
2,11,32,1698
3,27,82,1698
4,37,144,1698
5,69,180,1698
6,32,100,1698
7,24,54,1698
8,31,63,1698
12,1,11,1698
2,4,32,1699
3,30,82,1699
4,46,144,1699
5,65,180,1699
6,46,100,1699
7,21,54,1699
8,23,63,1699
12,4,11,1699
2,10,32,1700
3,32,82,1700
4,46,144,1700
5,64,180,1700
6,41,100,1700
